Screen_bg,ConsentKey.keys,ConsentKey.rt,Begin.keys,Begin.rt,checkresp.keys,checkresp.corr,checkresp.rt,Attention.thisRepN,Attention.thisTrialN,Attention.thisN,Attention.thisIndex,Attention.ran,AttnQuestion,AttnAnswer,participant,PROLIFIC_ID,Age,Gender,Handedness,Native Language,date,expName,psychopyVersion,OS,frameRate,id,session,researcher,browser,xResolution,yResolution,NextStep.keys,NextStep.rt,InstRep.thisRepN,InstRep.thisTrialN,InstRep.thisN,InstRep.thisIndex,InstRep.ran,PracProceed.keys,PracProceed.rt,DisResp.keys,DisResp.corr,TargetPosition,TargetResp_p.keys,TargetResp_p.corr,TargetResp_p.rt,Prac_loop.thisRepN,Prac_loop.thisTrialN,Prac_loop.thisN,Prac_loop.thisIndex,Prac_loop.ran,Block,SalD,NSalD,Salience,Condition,PosMatch,Target,CorrectAnswer,Validity,Exp_proceed.keys,Exp_proceed.rt,PracRepeat.thisRepN,PracRepeat.thisTrialN,PracRepeat.thisN,PracRepeat.thisIndex,PracRepeat.ran,TargetResp.keys,TargetResp.corr,TargetResp.rt,headstartLearn.thisRepN,headstartLearn.thisTrialN,headstartLearn.thisN,headstartLearn.thisIndex,headstartLearn.ran,DisResp.rt,brkContinue.keys,ExpTrials.thisRepN,ExpTrials.thisTrialN,ExpTrials.thisN,ExpTrials.thisIndex,ExpTrials.ran,PauseResp.keys,PauseResp.rt,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,CA_Proceed.keys,CA_Proceed.rt,Resp1_2.keys,CAResponse.keys,CAResponse.corr,CAResponse.rt,CA_trials.thisRepN,CA_trials.thisTrialN,CA_trials.thisN,CA_trials.thisIndex,CA_trials.ran,AwareResp.keys,AwareResp.corr,AwareResp.rt,AwareQ_loop.thisRepN,AwareQ_loop.thisTrialN,AwareQ_loop.thisN,AwareQ_loop.thisIndex,AwareQ_loop.ran,AwareQ,Solution,Performance,ContingencyChkScore,todebrief.keys,todebrief.rt,Finalend.keys,Finalend.rt
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.5764100000005783],,,,,,,,6,8,104,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.0480349999997998],,,,,,,,6,9,105,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[2.213260000000446],,,,,,,,6,10,106,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[1.2682599999997137],,,,,,,,6,11,107,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.7255449999993289],,,,,,,,6,12,108,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[1.1054349999994884],,,,,,,,6,13,109,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.6850099999993517],,,,,,,,6,14,110,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[1.6850699999995413],,,,,,,,6,15,111,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.0746250000001965],,,,,,,,7,0,112,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5617350000002261],,,,,,,,7,1,113,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[2.3228300000000672],,,,,,,,7,2,114,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.4899799999993775],,,,,,,,7,3,115,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.2933100000000195],,,,,,,,7,4,116,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.7050349999998389],,,,,,,,7,5,117,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[1.682170000000042],,,,,,,,7,6,118,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""u"",""e""]",0,"[0.6473999999998341,1.1805050000002666]",,,,,,,,7,7,119,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.5961200000001554],,,,,,,,7,8,120,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.5057349999997314],,,,,,,,7,9,121,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""e"",""u""]",0,"[0.7378300000000309,1.1649600000000646]",,,,,,,,7,10,122,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.6235750000005282],,,,,,,,7,11,123,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.4913399999995818],,,,,,,,7,12,124,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.7623149999999441],,,,,,,,7,13,125,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.6653000000005704],,,,,,,,7,14,126,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[0.776665000000321],,,,,,,,7,15,127,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[0.6958550000000514],,,,,,,,8,0,128,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.6093299999993178],,,,,,,,8,1,129,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.795114999999896],,,,,,,,8,2,130,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[1.0194449999999051],,,,,,,,8,3,131,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.928820000000087],,,,,,,,8,4,132,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[0.8897800000005418],,,,,,,,8,5,133,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.8386699999991833],,,,,,,,8,6,134,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.4571600000008402],,,,,,,,8,7,135,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.554124999999658],,,,,,,,8,8,136,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.8195850000001883],,,,,,,,8,9,137,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.6710599999996703],,,,,,,,8,10,138,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[1.776850000000195],,,,,,,,8,11,139,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.9822999999996682],,,,,,,,8,12,140,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.238035000000309],,,,,,,,8,13,141,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.5871550000001662],,,,,,,,8,14,142,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.40916500000003],,,,,,,,8,15,143,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,5,e,invalid,,,,,,,,"[""e""]",1,[0.43955499999992753],,,,,,,,9,0,144,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.49708499999997],,,,,,,,9,1,145,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.1030149999996866],,,,,,,,9,2,146,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,Salient,8,u,invalid,,,,,,,,"[""u""]",1,[0.48449000000061915],,,,,,,,9,3,147,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5859399999998232],,,,,,,,9,4,148,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,8,u,invalid,,,,,,,,"[""u""]",1,[1.1364400000002206],,,,,,,,9,5,149,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[0.5245150000000649],,,,,,,,9,6,150,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[-0.11,-0.1]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,5,e,invalid,,,,,,,,"[""e""]",1,[1.5831399999997302],,,,,,,,9,7,151,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[0.8407450000004246],,,,,,,,9,8,152,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.744869999999537],,,,,,,,9,9,153,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,0.15]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.5873549999996612],,,,,,,,9,10,154,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,Salient,8,u,valid,,,,,,,,"[""u""]",1,[1.3711650000004738],,,,,,,,9,11,155,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0,-0.15]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.7466749999994136],,,,,,,,9,12,156,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,V,L,V,learn,Salient,5,e,valid,,,,,,,,"[""e""]",1,[1.0262900000005857],,,,,,,,9,13,157,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.11,0.1]",,,,,,,,,Experiment,V,L,V,learn,NonSalient,5,e,valid,,,,,,,,"[""e""]",1,[0.6383149999992384],,,,,,,,9,14,158,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,3,5ee6a2dfecd9ec42e22e3cd1,19,male,right,English,2021-01-12_15h08.07.790,Exp5_VS,2020.1.3,Win32,60,,,,Chrome,1920,1080,,,,,,,,,,,0,"[0.15,0]",,,,,,,,,Experiment,G,X,G,learn,NonSalient,8,u,valid,,,,,,,,"[""u""]",1,[1.2893399999993562],,,,,,,,9,15,159,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
